Res_Geo_Short,Work_Geo_Short,Year,Total,Drove alone,2-person carpool,3-person carpool,4-person carpool,5-or-6-person carpool,7-or-more-person carpool,Bus,Streetcar or trolley,Subway,Railroad,Ferry,Bicycle,Walked,Taxi,Motorcycle,Other,Worked at home,Source
Mendocino,Yolo,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Yolo,2016,45,35,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Modoc,Yolo,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Monterey,Yolo,2016,130,110,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Yolo,2016,105,80,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Yolo,2016,60,45,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Yolo,2016,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Yolo,2016,3130,2640,255,25,35,0,20,35,0,0,30,0,4,15,0,65,10,0,CTPP_A302103_5YR_2016
Sacramento,Yolo,2016,30700,26165,2640,495,185,115,65,270,25,0,50,0,140,120,80,145,200,0,CTPP_A302103_5YR_2016
San Bernardino,Yolo,2016,70,60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Yolo,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Yolo,2016,85,35,0,10,0,0,0,4,0,0,30,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Yolo,2016,845,635,155,10,10,25,0,0,0,0,0,0,0,0,0,10,0,0,CTPP_A302103_5YR_2016
San Mateo,Yolo,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Yolo,2016,190,115,0,0,0,0,0,0,0,0,50,0,15,10,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Yolo,2016,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,CTPP_A302103_5YR_2016
Shasta,Yolo,2016,25,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Yolo,2016,5105,4255,460,165,85,80,4,0,0,0,0,0,25,10,0,4,15,0,CTPP_A302103_5YR_2016
Sonoma,Yolo,2016,205,90,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Yolo,2016,295,210,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Yolo,2016,1835,1330,215,30,80,80,85,0,0,0,0,0,0,4,0,4,0,0,CTPP_A302103_5YR_2016
Tehama,Yolo,2016,145,45,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Yolo,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Yolo,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Yolo,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Yolo,2016,58070,34365,4560,975,485,120,75,1995,0,0,0,0,7715,2900,25,310,325,4220,CTPP_A302103_5YR_2016
Yuba,Yolo,2016,640,465,45,40,25,50,10,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Yuba,2016,1140,995,80,45,10,0,0,0,0,0,0,0,10,0,0,0,0,0,CTPP_A302103_5YR_2016
Colusa,Yuba,2016,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Yuba,2016,70,30,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Yuba,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Humboldt,Yuba,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Imperial,Yuba,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Yuba,2016,35,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
Monterey,Yuba,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Yuba,2016,905,770,30,4,15,20,50,0,0,0,0,0,0,0,0,20,0,0,CTPP_A302103_5YR_2016
Orange,Yuba,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Yuba,2016,2200,1840,140,30,85,40,15,0,0,0,0,0,0,0,0,15,35,0,CTPP_A302103_5YR_2016
Riverside,Yuba,2016,75,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Yuba,2016,1115,960,60,45,0,4,20,10,0,0,0,0,0,0,0,15,0,0,CTPP_A302103_5YR_2016
Shasta,Yuba,2016,20,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Yuba,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Yuba,2016,5555,4925,350,70,35,0,40,10,0,0,0,0,50,60,0,20,0,0,CTPP_A302103_5YR_2016
Tehama,Yuba,2016,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Yuba,2016,60,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yuba,Yuba,2016,12955,9425,1255,185,45,60,4,20,0,0,0,0,115,300,0,85,50,1410,CTPP_A302103_5YR_2016
