Res_Geo_Short,Work_Geo_Short,Year,Total,Drove alone,2-person carpool,3-person carpool,4-person carpool,5-or-6-person carpool,7-or-more-person carpool,Bus,Streetcar or trolley,Subway,Railroad,Ferry,Bicycle,Walked,Taxi,Motorcycle,Other,Worked at home,Source
Alameda,Alameda,2016,467980,304545,31525,7000,2700,760,425,18495,190,12935,1035,30,13650,25230,315,1415,3840,43890,CTPP_A302103_5YR_2016
Amador,Alameda,2016,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Alameda,2016,115,55,15,30,0,0,0,0,0,0,15,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Calaveras,Alameda,2016,330,300,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Colusa,Alameda,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Alameda,2016,101605,77230,9270,2135,585,395,40,1440,90,8335,455,0,620,185,10,280,530,0,CTPP_A302103_5YR_2016
El Dorado,Alameda,2016,280,265,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Alameda,2016,235,160,25,0,4,0,0,25,0,0,0,0,0,0,0,0,20,0,CTPP_A302103_5YR_2016
Glenn,Alameda,2016,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Humboldt,Alameda,2016,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Kern,Alameda,2016,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lake,Alameda,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lassen,Alameda,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Alameda,2016,935,555,15,0,0,15,0,80,0,0,15,0,0,60,0,0,195,0,CTPP_A302103_5YR_2016
Madera,Alameda,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Marin,Alameda,2016,4205,3735,205,60,25,0,15,25,0,35,0,4,20,15,0,35,35,0,CTPP_A302103_5YR_2016
Mariposa,Alameda,2016,35,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mendocino,Alameda,2016,65,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Alameda,2016,1005,710,180,10,20,10,15,4,0,0,30,0,0,10,0,0,15,0,CTPP_A302103_5YR_2016
Monterey,Alameda,2016,460,370,30,45,0,0,10,4,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Alameda,2016,1120,940,105,10,4,0,10,30,0,10,0,0,4,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Alameda,2016,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Alameda,2016,435,255,0,50,0,0,0,0,0,0,0,0,0,10,0,0,115,0,CTPP_A302103_5YR_2016
Placer,Alameda,2016,625,470,105,0,10,0,0,20,4,10,4,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Alameda,2016,125,60,4,4,0,10,0,0,0,0,0,0,0,0,0,0,45,0,CTPP_A302103_5YR_2016
Sacramento,Alameda,2016,2620,1860,260,70,50,0,20,65,0,25,90,0,4,80,0,0,90,0,CTPP_A302103_5YR_2016
San Benito,Alameda,2016,265,220,15,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Alameda,2016,280,155,15,0,0,0,0,25,0,0,0,0,10,75,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Alameda,2016,220,85,25,0,0,0,0,4,0,0,0,0,10,0,0,0,100,0,CTPP_A302103_5YR_2016
San Francisco,Alameda,2016,22550,12155,1410,205,65,60,60,1705,105,5730,205,60,285,185,40,155,125,0,CTPP_A302103_5YR_2016
San Joaquin,Alameda,2016,27645,20770,3970,1040,325,205,220,255,0,30,475,0,15,20,0,200,120,0,CTPP_A302103_5YR_2016
San Luis Obispo,Alameda,2016,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Alameda,2016,12940,10050,810,215,80,35,60,175,25,1210,105,0,25,20,15,15,95,0,CTPP_A302103_5YR_2016
Santa Barbara,Alameda,2016,65,35,0,10,0,0,10,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
Santa Clara,Alameda,2016,38120,32615,3455,570,295,110,45,200,15,215,125,0,35,30,25,145,240,0,CTPP_A302103_5YR_2016
Santa Cruz,Alameda,2016,820,715,55,0,10,0,0,10,0,4,0,0,0,10,0,10,4,0,CTPP_A302103_5YR_2016
Shasta,Alameda,2016,70,45,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,CTPP_A302103_5YR_2016
Sierra,Alameda,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Alameda,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Alameda,2016,10085,7360,1210,305,105,60,110,390,0,325,115,4,0,45,0,35,25,0,CTPP_A302103_5YR_2016
Sonoma,Alameda,2016,2320,1955,150,25,10,10,30,35,0,15,0,0,0,20,0,10,60,0,CTPP_A302103_5YR_2016
Stanislaus,Alameda,2016,6825,4850,1025,530,75,25,165,45,0,0,10,35,0,0,0,4,60,0,CTPP_A302103_5YR_2016
Sutter,Alameda,2016,175,120,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,CTPP_A302103_5YR_2016
Tehama,Alameda,2016,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,CTPP_A302103_5YR_2016
Trinity,Alameda,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Alameda,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Alameda,2016,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Alameda,2016,55,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Alameda,2016,590,475,20,0,20,15,0,0,0,0,45,0,4,0,0,0,10,0,CTPP_A302103_5YR_2016
Yuba,Alameda,2016,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alpine,Alpine,2016,225,115,4,10,0,0,0,0,0,0,0,0,0,30,0,0,0,65,CTPP_A302103_5YR_2016
Amador,Alpine,2016,40,35,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,CTPP_A302103_5YR_2016
Calaveras,Alpine,2016,35,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Alpine,2016,120,45,40,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Alpine,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Alpine,2016,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Alpine,2016,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Amador,Amador,2016,8285,6560,465,160,20,0,0,4,0,0,0,0,20,320,0,0,50,690,CTPP_A302103_5YR_2016
Butte,Amador,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Calaveras,Amador,2016,980,850,50,0,15,10,0,40,0,0,0,0,0,0,0,0,20,0,CTPP_A302103_5YR_2016
Contra Costa,Amador,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Amador,2016,480,435,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Amador,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Glenn,Amador,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Amador,2016,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Amador,2016,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Amador,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Plumas,Amador,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Amador,2016,1410,1295,55,40,0,0,0,0,0,0,0,0,0,10,0,0,10,0,CTPP_A302103_5YR_2016
San Diego,Amador,2016,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Amador,2016,650,425,60,25,15,85,40,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Luis Obispo,Amador,2016,25,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Amador,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Amador,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Amador,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Amador,2016,50,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Amador,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yuba,Amador,2016,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Amador,Butte,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Butte,2016,80320,59770,6305,1445,340,170,160,1040,4,0,4,0,2235,2815,80,350,440,5160,CTPP_A302103_5YR_2016
Colusa,Butte,2016,90,75,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Butte,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Butte,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Butte,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Glenn,Butte,2016,1880,1680,110,35,45,0,0,4,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Humboldt,Butte,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Butte,2016,40,30,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lassen,Butte,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Butte,2016,70,45,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mendocino,Butte,2016,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Butte,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Butte,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Butte,2016,145,120,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Butte,2016,40,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Butte,2016,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Plumas,Butte,2016,30,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Butte,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Sacramento,Butte,2016,395,370,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Butte,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Butte,2016,40,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Butte,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Butte,2016,90,30,0,25,0,0,0,0,0,0,0,0,0,4,0,0,30,0,CTPP_A302103_5YR_2016
San Luis Obispo,Butte,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Butte,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Barbara,Butte,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Butte,2016,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Butte,2016,235,220,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Butte,2016,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Butte,2016,15,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Butte,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Butte,2016,1620,1185,305,10,50,15,10,0,0,0,0,0,0,0,0,15,30,0,CTPP_A302103_5YR_2016
Tehama,Butte,2016,1560,1350,140,20,0,0,0,45,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Butte,2016,85,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Butte,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Butte,2016,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yuba,Butte,2016,865,695,100,55,10,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Amador,Calaveras,2016,325,175,145,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Calaveras,Calaveras,2016,8915,6175,1030,30,0,0,4,85,0,0,0,0,15,285,0,30,25,1235,CTPP_A302103_5YR_2016
Contra Costa,Calaveras,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Calaveras,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Calaveras,2016,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Calaveras,2016,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
Merced,Calaveras,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Calaveras,2016,180,160,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Calaveras,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Calaveras,2016,520,310,50,4,0,155,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Calaveras,2016,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Calaveras,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Calaveras,2016,150,105,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Calaveras,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Calaveras,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Calaveras,2016,595,490,85,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,CTPP_A302103_5YR_2016
Butte,Colusa,2016,265,235,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Colusa,Colusa,2016,6720,4945,740,210,65,10,0,30,0,0,0,0,35,200,0,0,45,440,CTPP_A302103_5YR_2016
Contra Costa,Colusa,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Colusa,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Glenn,Colusa,2016,555,450,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lake,Colusa,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Colusa,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Colusa,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Colusa,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Colusa,2016,40,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Colusa,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Colusa,2016,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Colusa,2016,110,70,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Colusa,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Colusa,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Colusa,2016,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Colusa,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Colusa,2016,815,620,4,150,15,25,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Colusa,2016,40,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Colusa,2016,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yuba,Colusa,2016,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Contra Costa,2016,41235,33885,3180,715,215,130,25,515,30,1360,120,4,445,125,4,75,400,0,CTPP_A302103_5YR_2016
Amador,Contra Costa,2016,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Contra Costa,2016,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Calaveras,Contra Costa,2016,105,85,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Contra Costa,2016,289535,209235,22440,5905,1445,570,265,4050,105,1930,205,10,1785,8025,285,830,2705,29745,CTPP_A302103_5YR_2016
El Dorado,Contra Costa,2016,275,235,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Contra Costa,2016,70,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
Glenn,Contra Costa,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Humboldt,Contra Costa,2016,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Contra Costa,2016,65,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kings,Contra Costa,2016,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lake,Contra Costa,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Contra Costa,2016,375,305,10,0,0,0,0,0,0,0,0,0,0,10,0,0,50,0,CTPP_A302103_5YR_2016
Madera,Contra Costa,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Marin,Contra Costa,2016,1960,1580,155,40,0,0,100,50,0,10,0,10,0,4,0,15,0,0,CTPP_A302103_5YR_2016
Mariposa,Contra Costa,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mendocino,Contra Costa,2016,130,125,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Contra Costa,2016,140,85,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Monterey,Contra Costa,2016,165,135,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Contra Costa,2016,1885,1665,135,30,35,0,0,0,0,0,0,0,0,15,0,4,0,0,CTPP_A302103_5YR_2016
Nevada,Contra Costa,2016,65,50,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Contra Costa,2016,70,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
Placer,Contra Costa,2016,540,475,25,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Contra Costa,2016,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Contra Costa,2016,2085,1730,195,55,35,0,0,35,0,0,4,0,0,0,0,20,10,0,CTPP_A302103_5YR_2016
San Benito,Contra Costa,2016,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Contra Costa,2016,55,40,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Contra Costa,2016,35,20,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Contra Costa,2016,4100,2735,305,170,30,25,40,165,20,525,4,0,10,70,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Contra Costa,2016,6350,4810,950,425,40,20,20,4,0,0,20,0,0,0,0,45,15,0,CTPP_A302103_5YR_2016
San Luis Obispo,Contra Costa,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Contra Costa,2016,2075,1535,220,100,25,0,70,0,0,100,10,0,0,0,0,0,20,0,CTPP_A302103_5YR_2016
Santa Barbara,Contra Costa,2016,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Contra Costa,2016,3155,2465,400,75,45,0,15,40,0,0,30,0,10,15,0,15,45,0,CTPP_A302103_5YR_2016
Santa Cruz,Contra Costa,2016,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Contra Costa,2016,35,35,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Contra Costa,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Contra Costa,2016,19485,15880,2060,590,225,70,200,215,0,10,35,0,0,45,0,95,55,0,CTPP_A302103_5YR_2016
Sonoma,Contra Costa,2016,965,855,25,40,0,0,0,0,0,0,0,0,30,10,0,10,0,0,CTPP_A302103_5YR_2016
Stanislaus,Contra Costa,2016,1545,1060,295,75,45,0,0,4,0,4,0,0,0,0,0,0,60,0,CTPP_A302103_5YR_2016
Sutter,Contra Costa,2016,40,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Contra Costa,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Contra Costa,2016,30,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Contra Costa,2016,120,105,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Contra Costa,2016,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Contra Costa,2016,485,385,30,10,50,10,4,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yuba,Contra Costa,2016,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Del Norte,Del Norte,2016,7870,5865,830,215,4,4,0,65,0,0,0,0,100,190,0,10,60,515,CTPP_A302103_5YR_2016
Humboldt,Del Norte,2016,225,200,10,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Mendocino,Del Norte,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Del Norte,2016,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Del Norte,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Siskiyou,Del Norte,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Del Norte,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,El Dorado,2016,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
